time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200906:0810,61699.2,528.78,131.15,11.36,34.94,22.82,0.69,0.0
20200906:0910,77884.8,696.29,149.85,14.14,43.69,23.72,1.31,0.0
20200906:1010,85599.6,746.53,190.7,15.51,50.08,24.47,1.86,0.0
20200906:1110,92505.6,854.56,164.91,16.66,52.78,24.95,2.28,0.0
20200906:1210,91486.8,848.93,153.59,16.36,50.96,25.23,2.55,0.0
20200906:1310,80468.4,697.99,169.06,14.31,45.2,25.27,2.55,0.0
20200906:1410,67251.6,574.27,140.63,11.97,36.83,25.18,2.34,0.0
20200906:1510,46090.8,368.12,120.59,8.51,26.98,24.87,2.21,0.0
20200906:1610,20611.2,154.24,86.58,4.63,16.41,24.38,2.14,0.0
20200906:1710,1520.4,10.94,24.29,1.1,5.59,23.7,1.86,0.0
20200906:1810,0.0,0.0,0.0,0.0,0.0,22.63,1.45,0.0
20200906:1910,0.0,0.0,0.0,0.0,0.0,21.44,0.9,0.0
20200906:2010,0.0,0.0,0.0,0.0,0.0,21.17,0.97,0.0
20200906:2110,0.0,0.0,0.0,0.0,0.0,20.44,1.1,0.0
20200906:2210,0.0,0.0,0.0,0.0,0.0,19.61,1.31,0.0
20200906:2310,0.0,0.0,0.0,0.0,0.0,18.85,1.52,0.0
20200907:0010,0.0,0.0,0.0,0.0,0.0,18.36,1.86,0.0
20200907:0110,0.0,0.0,0.0,0.0,0.0,18.14,2.07,0.0
20200907:0210,0.0,0.0,0.0,0.0,0.0,18.06,2.28,0.0
20200907:0310,0.0,0.0,0.0,0.0,0.0,17.98,2.41,0.0
20200907:0410,0.0,0.0,0.0,0.0,0.0,17.91,2.48,0.0
20200907:0510,394.8,0.0,12.6,0.3,3.23,17.92,2.55,0.0
20200907:0610,13581.6,86.23,80.31,3.54,14.06,18.85,2.41,0.0
20200907:0710,30948.0,160.06,167.29,6.28,24.7,20.88,1.38,0.0
20200907:0810,40088.4,163.49,255.77,8.07,34.71,22.27,1.38,0.0
20200907:0910,62722.8,382.91,281.82,11.71,43.42,23.21,1.59,0.0
20200907:1010,79854.0,628.89,243.35,14.57,49.76,24.11,1.45,0.0
20200907:1110,69976.8,413.64,347.12,13.35,52.41,24.82,1.24,0.0
20200907:1210,75112.8,536.43,293.21,14.04,50.58,25.46,0.97,0.0
20200907:1310,76076.4,671.71,176.64,13.96,44.83,25.37,0.48,0.0
20200907:1410,54925.2,365.1,226.85,10.28,36.48,25.57,0.69,0.0
20200907:1510,43639.2,342.47,126.46,8.15,26.65,25.38,0.97,0.0
20200907:1610,19330.8,138.73,89.17,4.37,16.09,25.06,1.31,0.0
20200907:1710,1318.8,10.56,22.14,1.02,5.27,24.56,1.03,0.0
20200907:1810,0.0,0.0,0.0,0.0,0.0,23.65,1.17,0.0
20200907:1910,0.0,0.0,0.0,0.0,0.0,22.86,1.86,0.0
20200907:2010,0.0,0.0,0.0,0.0,0.0,22.24,1.59,0.0
20200907:2110,0.0,0.0,0.0,0.0,0.0,21.28,2.07,0.0
20200907:2210,0.0,0.0,0.0,0.0,0.0,21.03,2.48,0.0
20200907:2310,0.0,0.0,0.0,0.0,0.0,20.77,2.69,0.0
20200908:0010,0.0,0.0,0.0,0.0,0.0,20.41,2.83,0.0
20200908:0110,0.0,0.0,0.0,0.0,0.0,20.16,2.83,0.0
20200908:0210,0.0,0.0,0.0,0.0,0.0,19.78,2.83,0.0
20200908:0310,0.0,0.0,0.0,0.0,0.0,19.52,2.76,0.0
20200908:0410,0.0,0.0,0.0,0.0,0.0,19.3,2.76,0.0
20200908:0510,336.0,0.0,11.76,0.28,3.04,19.21,2.69,0.0
20200908:0610,13885.2,95.56,76.35,3.6,13.86,19.99,2.48,0.0
20200908:0710,39288.0,299.21,113.8,7.46,24.5,22.36,3.31,0.0
20200908:0810,62106.0,506.07,138.08,10.97,34.48,24.04,4.0,0.0
20200908:0910,67446.0,448.52,258.72,12.17,43.14,25.56,4.14,0.0
20200908:1010,68433.6,391.66,332.7,12.74,49.43,26.78,4.14,0.0
20200908:1110,93524.4,864.41,155.56,16.5,52.04,27.67,4.0,0.0
20200908:1210,90328.8,834.78,155.39,16.01,50.2,28.25,3.52,0.0
20200908:1310,79886.4,713.34,157.96,14.2,44.46,28.51,2.9,0.0
20200908:1410,65449.2,568.06,138.07,11.68,36.13,28.46,2.41,0.0
20200908:1510,45603.6,380.41,111.21,8.41,26.32,28.28,2.34,0.0
20200908:1610,19249.2,144.99,84.96,4.35,15.76,27.7,2.21,0.0
20200908:1710,1329.6,6.97,23.7,0.87,4.94,26.77,2.34,0.0
20200908:1810,0.0,0.0,0.0,0.0,0.0,25.7,2.69,0.0
20200908:1910,0.0,0.0,0.0,0.0,0.0,25.24,3.1,0.0
20200908:2010,0.0,0.0,0.0,0.0,0.0,24.32,2.83,0.0
20200908:2110,0.0,0.0,0.0,0.0,0.0,23.45,2.69,0.0
20200908:2210,0.0,0.0,0.0,0.0,0.0,22.65,2.55,0.0
20200908:2310,0.0,0.0,0.0,0.0,0.0,21.83,2.41,0.0
20200909:0010,0.0,0.0,0.0,0.0,0.0,21.04,2.34,0.0
20200909:0110,0.0,0.0,0.0,0.0,0.0,20.57,2.34,0.0
20200909:0210,0.0,0.0,0.0,0.0,0.0,20.22,2.34,0.0
20200909:0310,0.0,0.0,0.0,0.0,0.0,19.89,2.34,0.0
20200909:0410,0.0,0.0,0.0,0.0,0.0,19.63,2.34,0.0
20200909:0510,0.0,0.0,3.36,0.08,2.84,19.35,2.34,0.0
20200909:0610,8708.4,19.85,86.83,2.34,13.67,19.85,2.14,0.0
20200909:0710,37354.8,270.94,124.52,7.13,24.29,22.26,2.0,0.0
20200909:0810,59839.2,485.34,145.59,10.71,34.25,24.28,2.14,0.0
20200909:0910,75877.2,661.14,159.42,13.53,42.87,26.02,2.14,0.0
20200909:1010,83740.8,754.56,177.57,15.18,49.1,27.45,1.72,0.0
20200909:1110,85441.2,810.2,176.8,15.95,51.67,28.28,0.62,0.0
20200909:1210,84426.0,803.4,165.56,15.63,49.81,28.69,0.83,0.0
20200909:1310,77491.2,694.51,162.49,13.92,44.09,28.72,1.86,0.0
20200909:1410,62862.0,529.2,150.76,11.24,35.78,28.46,2.0,0.0
20200909:1510,42525.6,333.78,126.07,7.88,25.98,28.01,1.72,0.0
20200909:1610,18026.4,126.77,89.3,4.08,15.44,27.47,1.45,0.0
20200909:1710,1101.6,3.82,21.77,0.67,4.62,26.48,1.31,0.0
20200909:1810,0.0,0.0,0.0,0.0,0.0,24.94,1.38,0.0
20200909:1910,0.0,0.0,0.0,0.0,0.0,23.51,1.52,0.0
20200909:2010,0.0,0.0,0.0,0.0,0.0,22.56,1.38,0.0
20200909:2110,0.0,0.0,0.0,0.0,0.0,22.88,1.03,0.0
20200909:2210,0.0,0.0,0.0,0.0,0.0,23.5,0.69,0.0
20200909:2310,0.0,0.0,0.0,0.0,0.0,23.06,0.48,0.0
20200910:0010,0.0,0.0,0.0,0.0,0.0,22.68,0.34,0.0
20200910:0110,0.0,0.0,0.0,0.0,0.0,22.34,0.07,0.0
20200910:0210,0.0,0.0,0.0,0.0,0.0,22.0,0.41,0.0
20200910:0310,0.0,0.0,0.0,0.0,0.0,21.64,0.83,0.0
20200910:0410,0.0,0.0,0.0,0.0,0.0,20.48,1.03,0.0
20200910:0510,49.2,0.0,6.72,0.16,2.65,19.78,1.17,0.0
20200910:0610,14400.0,112.19,68.19,3.66,13.47,19.95,1.03,0.0
20200910:0710,26822.4,119.3,170.09,5.61,24.08,23.17,0.62,0.0
20200910:0810,55724.4,431.14,168.89,10.22,34.01,24.67,0.48,0.0
20200910:0910,32703.6,61.61,290.73,7.38,42.59,25.93,0.48,0.0
20200910:1010,32112.0,40.73,308.29,7.5,48.77,27.0,0.28,0.0
20200910:1110,38352.0,72.98,343.14,8.68,51.29,27.43,0.48,0.0
20200910:1210,43591.2,121.78,350.96,9.45,49.42,27.71,0.69,0.0
20200910:1310,3726.0,0.0,53.87,1.22,43.71,27.83,0.97,0.0
20200910:1410,58214.4,443.13,187.06,10.53,35.42,27.64,1.31,0.0
20200910:1510,37509.6,244.56,159.0,7.09,25.65,27.37,2.0,0.0
20200910:1610,10796.4,30.71,100.31,2.74,15.11,26.78,1.79,0.0
20200910:1710,918.0,2.22,19.81,0.55,4.29,25.92,1.52,0.0
20200910:1810,0.0,0.0,0.0,0.0,0.0,24.82,1.52,0.0
20200910:1910,0.0,0.0,0.0,0.0,0.0,25.29,0.69,0.0
20200910:2010,0.0,0.0,0.0,0.0,0.0,24.81,0.76,0.0
20200910:2110,0.0,0.0,0.0,0.0,0.0,23.03,1.1,0.0
20200910:2210,0.0,0.0,0.0,0.0,0.0,21.95,1.38,0.0
20200910:2310,0.0,0.0,0.0,0.0,0.0,21.51,1.45,0.0
20200911:0010,0.0,0.0,0.0,0.0,0.0,21.11,1.59,0.0
20200911:0110,0.0,0.0,0.0,0.0,0.0,20.88,1.72,0.0
20200911:0210,0.0,0.0,0.0,0.0,0.0,20.84,1.93,0.0
20200911:0310,0.0,0.0,0.0,0.0,0.0,20.76,2.21,0.0
20200911:0410,0.0,0.0,0.0,0.0,0.0,20.59,2.21,0.0
20200911:0510,0.0,0.0,0.84,0.02,2.45,20.28,2.0,0.0
20200911:0610,6748.8,9.27,76.14,1.89,13.28,20.72,1.79,0.0
20200911:0710,11743.2,5.91,128.97,3.01,23.87,22.91,1.72,0.0
20200911:0810,19543.2,13.61,200.04,4.71,33.77,24.77,2.21,0.0
20200911:0910,48136.8,197.32,311.29,9.57,42.31,26.29,2.62,0.0
20200911:1010,81555.6,691.03,206.09,14.57,48.44,27.47,2.21,0.0
20200911:1110,83272.8,704.02,225.63,15.06,50.91,28.3,1.86,0.0
20200911:1210,81972.0,706.21,208.33,14.75,49.03,28.68,1.86,0.0
20200911:1310,64162.8,419.97,275.55,11.81,43.34,28.85,2.28,0.0
20200911:1410,58059.6,432.18,190.3,10.36,35.07,28.83,2.69,0.0
20200911:1510,41236.8,317.46,127.41,7.54,25.31,28.3,2.28,0.0
20200911:1610,9429.6,21.93,94.86,2.48,14.78,27.55,0.48,0.0
20200911:1710,724.8,1.7,17.38,0.47,3.96,26.45,0.41,0.0
20200911:1810,0.0,0.0,0.0,0.0,0.0,25.37,0.97,0.0
20200911:1910,0.0,0.0,0.0,0.0,0.0,26.12,0.69,0.0
20200911:2010,0.0,0.0,0.0,0.0,0.0,25.67,0.76,0.0
20200911:2110,0.0,0.0,0.0,0.0,0.0,23.83,1.17,0.0
20200911:2210,0.0,0.0,0.0,0.0,0.0,22.47,1.52,0.0
20200911:2310,0.0,0.0,0.0,0.0,0.0,21.76,1.79,0.0
20200912:0010,0.0,0.0,0.0,0.0,0.0,21.21,1.86,0.0
20200912:0110,0.0,0.0,0.0,0.0,0.0,20.65,2.07,0.0
20200912:0210,0.0,0.0,0.0,0.0,0.0,20.26,2.07,0.0
20200912:0310,0.0,0.0,0.0,0.0,0.0,19.94,2.0,0.0
20200912:0410,0.0,0.0,0.0,0.0,0.0,19.69,1.86,0.0
20200912:0510,10.8,0.0,5.88,0.14,2.26,19.38,1.86,0.0
20200912:0610,13738.8,98.59,72.26,3.39,13.08,19.86,1.66,0.0
20200912:0710,38287.2,292.46,115.58,7.13,23.66,23.04,1.59,0.0
20200912:0810,58856.4,473.68,151.23,10.43,33.54,24.97,1.79,0.0
20200912:0910,75097.2,655.36,163.2,13.29,42.03,26.37,1.72,0.0
20200912:1010,83204.4,743.68,184.73,14.92,48.1,27.47,1.59,0.0
20200912:1110,87138.0,800.85,181.73,15.67,50.53,28.2,1.66,0.0
20200912:1210,85557.6,782.53,174.84,15.24,48.64,28.68,2.0,0.0
20200912:1310,77317.2,683.38,166.2,13.6,42.96,28.98,2.34,0.0
20200912:1410,62137.2,518.38,153.28,10.91,34.71,29.02,2.28,0.0
20200912:1510,42070.8,332.9,122.35,7.62,24.97,28.71,2.21,0.0
20200912:1610,17323.2,126.51,83.64,3.84,14.45,28.32,2.0,0.0
20200912:1710,646.8,3.49,15.9,0.51,3.63,27.32,2.21,0.0
20200912:1810,0.0,0.0,0.0,0.0,0.0,26.15,2.28,0.0
20200912:1910,0.0,0.0,0.0,0.0,0.0,25.09,2.0,0.0
20200912:2010,0.0,0.0,0.0,0.0,0.0,23.85,2.0,0.0
20200912:2110,0.0,0.0,0.0,0.0,0.0,22.83,2.0,0.0
20200912:2210,0.0,0.0,0.0,0.0,0.0,22.14,1.93,0.0
20200912:2310,0.0,0.0,0.0,0.0,0.0,21.53,1.79,0.0
20200913:0010,0.0,0.0,0.0,0.0,0.0,20.89,1.79,0.0
20200913:0110,0.0,0.0,0.0,0.0,0.0,20.22,1.93,0.0
20200913:0210,0.0,0.0,0.0,0.0,0.0,19.67,1.93,0.0
20200913:0310,0.0,0.0,0.0,0.0,0.0,19.21,1.93,0.0
20200913:0410,0.0,0.0,0.0,0.0,0.0,18.82,1.93,0.0
20200913:0510,0.0,0.0,5.04,0.12,2.06,18.53,2.0,0.0
20200913:0610,13719.6,97.26,72.59,3.33,12.88,19.21,1.79,0.0
20200913:0710,38720.4,296.71,115.29,7.13,23.45,22.83,1.66,0.0
20200913:0810,60261.6,501.08,141.8,10.61,33.29,25.3,1.66,0.0
20200913:0910,75932.4,670.9,159.76,13.39,41.74,27.19,1.86,0.0
20200913:1010,85310.4,785.28,169.28,15.2,47.77,28.53,1.93,0.0
20200913:1110,89036.4,840.18,168.3,15.95,50.15,29.36,1.93,0.0
20200913:1210,86716.8,820.63,161.32,15.51,48.25,29.86,1.86,0.0
20200913:1310,77349.6,697.82,162.73,13.68,42.58,30.15,2.0,0.0
20200913:1410,63246.0,543.94,144.77,11.08,34.35,30.17,2.28,0.0
20200913:1510,42342.0,339.82,120.06,7.62,24.62,29.94,2.62,0.0
20200913:1610,17145.6,126.09,83.11,3.78,14.11,29.38,2.62,0.0
20200913:1710,528.0,2.4,14.52,0.43,3.3,28.29,2.55,0.0
20200913:1810,0.0,0.0,0.0,0.0,0.0,27.17,2.55,0.0
20200913:1910,0.0,0.0,0.0,0.0,0.0,26.35,2.48,0.0
20200913:2010,0.0,0.0,0.0,0.0,0.0,25.11,2.28,0.0
20200913:2110,0.0,0.0,0.0,0.0,0.0,23.83,2.28,0.0
20200913:2210,0.0,0.0,0.0,0.0,0.0,22.71,2.21,0.0
20200913:2310,0.0,0.0,0.0,0.0,0.0,21.79,2.21,0.0
20200914:0010,0.0,0.0,0.0,0.0,0.0,21.02,2.21,0.0
20200914:0110,0.0,0.0,0.0,0.0,0.0,20.46,2.21,0.0
20200914:0210,0.0,0.0,0.0,0.0,0.0,20.11,2.14,0.0
20200914:0310,0.0,0.0,0.0,0.0,0.0,19.85,2.0,0.0
20200914:0410,0.0,0.0,0.0,0.0,0.0,19.52,1.93,0.0
20200914:0510,0.0,0.0,2.52,0.06,1.86,19.0,1.86,0.0
20200914:0610,13810.8,101.32,70.29,3.31,12.68,19.46,1.66,0.0
20200914:0710,38325.6,288.86,118.67,7.01,23.23,22.72,1.66,0.0
20200914:0810,58956.0,471.96,155.75,10.34,33.05,25.26,1.72,0.0
20200914:0910,73765.2,608.06,190.04,12.9,41.45,26.95,2.34,0.0
20200914:1010,85281.6,753.2,185.23,14.92,47.43,28.11,2.76,0.0
20200914:1110,86822.4,751.82,211.6,15.3,49.77,28.79,2.69,0.0
20200914:1210,80702.4,645.67,245.04,14.31,47.85,29.18,2.62,0.0
20200914:1310,63368.4,401.33,285.43,11.58,42.2,29.44,2.55,0.0
20200914:1410,64242.0,558.21,137.85,11.1,33.99,29.5,2.48,0.0
20200914:1510,37935.6,261.46,150.31,6.97,24.28,29.35,2.34,0.0
20200914:1610,13088.4,66.47,93.9,3.07,13.78,28.86,2.21,0.0
20200914:1710,360.0,1.86,12.07,0.35,2.97,27.88,2.28,0.0
20200914:1810,0.0,0.0,0.0,0.0,0.0,26.81,2.41,0.0
20200914:1910,0.0,0.0,0.0,0.0,0.0,26.14,2.62,0.0
20200914:2010,0.0,0.0,0.0,0.0,0.0,25.33,2.55,0.0
20200914:2110,0.0,0.0,0.0,0.0,0.0,24.54,2.48,0.0
20200914:2210,0.0,0.0,0.0,0.0,0.0,23.68,2.48,0.0
20200914:2310,0.0,0.0,0.0,0.0,0.0,22.85,2.41,0.0
20200915:0010,0.0,0.0,0.0,0.0,0.0,22.12,2.41,0.0
20200915:0110,0.0,0.0,0.0,0.0,0.0,21.44,2.34,0.0
20200915:0210,0.0,0.0,0.0,0.0,0.0,20.81,2.28,0.0
20200915:0310,0.0,0.0,0.0,0.0,0.0,20.26,2.28,0.0
20200915:0410,0.0,0.0,0.0,0.0,0.0,19.81,2.21,0.0
20200915:0510,0.0,0.0,1.68,0.04,1.67,19.47,2.28,0.0
20200915:0610,13021.2,87.76,73.74,3.11,12.48,19.97,2.14,0.0
20200915:0710,37053.6,268.52,124.42,6.75,23.02,22.67,2.0,0.0
20200915:0810,58638.0,465.35,155.97,10.18,32.81,25.17,2.07,0.0
20200915:0910,73899.6,611.85,185.06,12.8,41.17,26.86,2.55,0.0
20200915:1010,83169.6,716.85,199.49,14.55,47.09,28.07,2.48,0.0
20200915:1110,85250.4,741.39,212.88,15.1,49.39,28.84,2.07,0.0
20200915:1210,82328.4,728.24,200.43,14.65,47.46,29.21,1.52,0.0
20200915:1310,74874.0,657.59,176.4,13.17,41.81,29.47,1.52,0.0
20200915:1410,60140.4,494.26,160.91,10.49,33.63,29.49,1.72,0.0
20200915:1510,39278.4,292.35,134.94,7.07,23.94,29.27,2.0,0.0
20200915:1610,15226.8,101.97,85.11,3.37,13.45,28.86,1.86,0.0
20200915:1710,254.4,0.65,10.62,0.26,2.64,27.78,2.07,0.0
20200915:1810,0.0,0.0,0.0,0.0,0.0,26.44,2.14,0.0
20200915:1910,0.0,0.0,0.0,0.0,0.0,25.32,2.69,0.0
20200915:2010,0.0,0.0,0.0,0.0,0.0,24.73,2.69,0.0
20200915:2110,0.0,0.0,0.0,0.0,0.0,24.38,2.62,0.0
20200915:2210,0.0,0.0,0.0,0.0,0.0,23.87,2.62,0.0
20200915:2310,0.0,0.0,0.0,0.0,0.0,23.4,2.41,0.0
20200916:0010,0.0,0.0,0.0,0.0,0.0,22.71,2.21,0.0
20200916:0110,0.0,0.0,0.0,0.0,0.0,22.15,2.14,0.0
20200916:0210,0.0,0.0,0.0,0.0,0.0,21.45,2.14,0.0
20200916:0310,0.0,0.0,0.0,0.0,0.0,20.8,1.93,0.0
20200916:0410,0.0,0.0,0.0,0.0,0.0,20.27,1.79,0.0
20200916:0510,0.0,0.0,0.0,0.0,0.0,19.84,1.86,0.0
20200916:0610,12361.2,78.18,75.33,2.95,12.28,20.18,1.59,0.0
20200916:0710,36118.8,260.2,126.55,6.6,22.8,23.53,1.24,0.0
20200916:0810,56919.6,453.51,160.43,10.02,32.56,25.54,0.76,0.0
20200916:0910,71727.6,619.6,179.09,12.74,40.88,26.81,0.55,0.0
20200916:1010,80038.8,724.82,193.43,14.49,46.74,27.77,0.34,0.0
20200916:1110,84168.0,766.55,197.0,15.12,49.01,28.16,0.83,0.0
20200916:1210,83206.8,750.83,186.72,14.67,47.06,28.54,1.45,0.0
20200916:1310,74085.6,627.21,188.44,12.86,41.43,28.66,1.86,0.0
20200916:1410,60382.8,488.68,160.1,10.32,33.26,28.52,2.48,0.0
20200916:1510,39399.6,292.67,131.21,6.95,23.59,28.12,2.9,0.0
20200916:1610,15175.2,102.48,82.6,3.29,13.11,27.16,3.1,0.0
20200916:1710,64.8,0.0,7.18,0.16,2.31,26.13,2.69,0.0
20200916:1810,0.0,0.0,0.0,0.0,0.0,25.23,2.14,0.0
20200916:1910,0.0,0.0,0.0,0.0,0.0,24.7,2.34,0.0
20200916:2010,0.0,0.0,0.0,0.0,0.0,23.8,2.07,0.0
20200916:2110,0.0,0.0,0.0,0.0,0.0,22.74,1.59,0.0
20200916:2210,0.0,0.0,0.0,0.0,0.0,21.96,1.38,0.0
20200916:2310,0.0,0.0,0.0,0.0,0.0,21.52,1.31,0.0
20200917:0010,0.0,0.0,0.0,0.0,0.0,21.78,1.17,0.0
20200917:0110,0.0,0.0,0.0,0.0,0.0,22.43,0.97,0.0
20200917:0210,0.0,0.0,0.0,0.0,0.0,22.53,0.76,0.0
20200917:0310,0.0,0.0,0.0,0.0,0.0,22.27,0.69,0.0
20200917:0410,0.0,0.0,0.0,0.0,0.0,21.54,1.03,0.0
20200917:0510,0.0,0.0,0.0,0.0,0.0,20.02,1.31,0.0
20200917:0610,12140.4,76.29,74.55,2.87,12.08,19.93,1.38,0.0
20200917:0710,35204.4,246.66,130.4,6.42,22.58,23.35,1.1,0.0
20200917:0810,55736.4,432.41,167.62,9.77,32.31,25.61,0.83,0.0
20200917:0910,69758.4,580.2,196.1,12.4,40.58,26.98,0.48,0.0
20200917:1010,81034.8,732.9,186.12,14.41,46.4,27.84,0.83,0.0
20200917:1110,84199.2,745.48,204.93,14.88,48.62,28.41,1.45,0.0
20200917:1210,82183.2,715.1,201.08,14.33,46.66,28.9,2.0,0.0
20200917:1310,74017.2,620.45,188.75,12.7,41.05,29.11,2.48,0.0
20200917:1410,60334.8,472.42,164.42,10.1,32.9,26.91,3.52,0.0
20200917:1510,38919.6,286.45,131.42,6.81,23.24,26.84,2.28,0.0
20200917:1610,15643.2,117.02,75.15,3.31,12.77,26.71,1.86,0.0
20200917:1710,24.0,0.0,6.28,0.14,1.97,26.21,1.66,0.0
20200917:1810,0.0,0.0,0.0,0.0,0.0,25.1,2.07,0.0
20200917:1910,0.0,0.0,0.0,0.0,0.0,24.6,2.0,0.0
20200917:2010,0.0,0.0,0.0,0.0,0.0,23.54,2.07,0.0
20200917:2110,0.0,0.0,0.0,0.0,0.0,22.82,1.93,0.0
20200917:2210,0.0,0.0,0.0,0.0,0.0,22.09,2.07,0.0
20200917:2310,0.0,0.0,0.0,0.0,0.0,21.54,2.07,0.0
20200918:0010,0.0,0.0,0.0,0.0,0.0,21.25,1.86,0.0
20200918:0110,0.0,0.0,0.0,0.0,0.0,20.99,1.66,0.0
20200918:0210,0.0,0.0,0.0,0.0,0.0,20.56,1.52,0.0
20200918:0310,0.0,0.0,0.0,0.0,0.0,20.05,1.72,0.0
20200918:0410,0.0,0.0,0.0,0.0,0.0,19.39,2.0,0.0
20200918:0510,0.0,0.0,0.0,0.0,0.0,19.08,2.21,0.0
20200918:0610,12048.0,75.5,73.87,2.8,11.87,19.68,2.14,0.0
20200918:0710,36795.6,269.71,121.84,6.54,22.36,22.99,1.72,0.0
20200918:0810,59158.8,477.53,148.14,10.02,32.06,25.03,2.21,0.0
20200918:0910,75517.2,649.95,165.36,12.8,40.29,26.23,2.34,0.0
20200918:1010,84758.4,759.71,176.01,14.55,46.05,27.23,2.21,0.0
20200918:1110,87303.6,791.0,183.82,15.1,48.23,27.9,2.07,0.0
20200918:1210,81988.8,691.03,214.67,14.14,46.27,28.14,2.28,0.0
20200918:1310,73939.2,610.94,193.63,12.58,40.66,28.24,2.48,0.0
20200918:1410,60490.8,492.04,155.9,10.16,32.54,28.16,2.62,0.0
20200918:1510,38654.4,286.77,129.92,6.73,22.89,27.91,2.55,0.0
20200918:1610,14236.8,95.86,79.89,3.07,12.43,27.42,2.21,0.0
20200918:1710,0.0,0.0,3.59,0.08,1.64,26.58,1.79,0.0
20200918:1810,0.0,0.0,0.0,0.0,0.0,25.21,1.66,0.0
20200918:1910,0.0,0.0,0.0,0.0,0.0,23.89,1.52,0.0
20200918:2010,0.0,0.0,0.0,0.0,0.0,22.81,2.0,0.0
20200918:2110,0.0,0.0,0.0,0.0,0.0,22.15,2.28,0.0
20200918:2210,0.0,0.0,0.0,0.0,0.0,21.44,2.14,0.0
20200918:2310,0.0,0.0,0.0,0.0,0.0,20.84,2.0,0.0
20200919:0010,0.0,0.0,0.0,0.0,0.0,20.18,2.07,0.0
20200919:0110,0.0,0.0,0.0,0.0,0.0,19.62,2.21,0.0
20200919:0210,0.0,0.0,0.0,0.0,0.0,19.19,1.79,0.0
20200919:0310,0.0,0.0,0.0,0.0,0.0,18.74,1.72,0.0
20200919:0410,0.0,0.0,0.0,0.0,0.0,18.15,2.0,0.0
20200919:0510,0.0,0.0,0.0,0.0,0.0,17.94,2.21,0.0
20200919:0610,11022.0,60.21,75.66,2.58,11.67,18.4,1.93,0.0
20200919:0710,33810.0,217.38,140.76,6.1,22.14,21.36,1.31,0.0
20200919:0810,56577.6,426.06,171.88,9.63,31.81,23.34,1.38,0.0
20200919:0910,72036.0,571.7,201.56,12.23,39.99,24.74,1.93,0.0
20200919:1010,77031.6,584.77,256.37,13.39,45.71,26.04,1.86,0.0
20200919:1110,55623.6,252.59,356.82,10.99,47.85,26.8,0.34,0.0
20200919:1210,66244.8,408.1,318.61,12.13,45.87,27.09,1.1,0.0
20200919:1310,73023.6,597.29,199.41,12.42,40.28,27.23,1.86,0.0
20200919:1410,59886.0,480.99,159.46,10.0,32.17,27.08,2.21,0.0
20200919:1510,39100.8,295.18,124.53,6.69,22.55,26.61,2.28,0.0
20200919:1610,5248.8,5.28,65.24,1.54,12.1,25.98,2.21,0.0
20200919:1710,0.0,0.0,0.0,0.0,0.0,25.04,2.0,0.0
20200919:1810,0.0,0.0,0.0,0.0,0.0,23.97,1.93,0.0
20200919:1910,0.0,0.0,0.0,0.0,0.0,23.24,1.38,0.0
20200919:2010,0.0,0.0,0.0,0.0,0.0,22.14,1.52,0.0
20200919:2110,0.0,0.0,0.0,0.0,0.0,22.42,1.03,0.0
20200919:2210,0.0,0.0,0.0,0.0,0.0,22.85,0.83,0.0
20200919:2310,0.0,0.0,0.0,0.0,0.0,21.87,1.03,0.0
20200920:0010,0.0,0.0,0.0,0.0,0.0,21.96,0.83,0.0
20200920:0110,0.0,0.0,0.0,0.0,0.0,21.81,0.69,0.0
20200920:0210,0.0,0.0,0.0,0.0,0.0,21.26,0.9,0.0
20200920:0310,0.0,0.0,0.0,0.0,0.0,19.65,1.72,0.0
20200920:0410,0.0,0.0,0.0,0.0,0.0,19.42,1.79,0.0
20200920:0510,0.0,0.0,0.0,0.0,0.0,19.34,1.66,0.0
20200920:0610,328.8,0.0,11.67,0.26,11.46,19.67,1.38,0.0
20200920:0710,20521.2,63.73,157.17,4.35,21.92,21.38,2.62,0.0
20200920:0810,36542.4,141.82,237.74,7.07,31.56,22.15,2.48,0.0
20200920:0910,67777.2,472.36,237.89,11.44,39.7,23.24,2.9,0.0
20200920:1010,57249.6,265.14,336.04,10.69,45.36,24.41,2.76,0.0
20200920:1110,13375.2,0.0,152.62,3.45,47.46,25.24,1.72,0.0
20200920:1210,79706.4,642.1,230.61,13.6,45.47,25.22,1.66,0.0
20200920:1310,6118.8,0.0,78.11,1.77,39.89,23.67,3.1,0.0
20200920:1410,2928.0,0.0,43.99,1.0,31.8,22.47,1.31,0.0
20200920:1510,1824.0,0.0,31.42,0.71,22.2,22.57,0.69,0.0
20200920:1610,1090.8,0.0,22.44,0.51,11.76,22.7,1.31,0.0
20200920:1710,0.0,0.0,0.0,0.0,0.0,22.04,1.59,0.0
20200920:1810,0.0,0.0,0.0,0.0,0.0,21.44,1.1,0.0
20200920:1910,0.0,0.0,0.0,0.0,0.0,22.49,0.69,0.0
20200920:2010,0.0,0.0,0.0,0.0,0.0,20.68,0.9,0.0
20200920:2110,0.0,0.0,0.0,0.0,0.0,19.83,0.97,0.0
20200920:2210,0.0,0.0,0.0,0.0,0.0,19.71,0.9,0.0
20200920:2310,0.0,0.0,0.0,0.0,0.0,19.54,0.69,0.0
20200921:0010,0.0,0.0,0.0,0.0,0.0,19.49,0.55,0.0
